tick,scenario,seed,employed,at_risk,in_training,unemployed,re_employed,seats_in_use,unemployment_rate,ever_unemployed_share,avg_unemployment_time,avg_unemployment_time_exposed,avg_at_risk_time,unemployment_burden_gini_exposed,unemployment_duration_gini,consumption_gini,income_gini,avg_supportive_coworkers,peer_boost_sd,avg_liquid_assets,min_liquid_assets,avg_consumption,min_consumption,labor_income_total,transfer_income_total,training_outlays,tax_revenue,government_balance,automation_output,desired_private_investment,private_investment,total_output,capital_stock,goods_market_gap
31,tech_driven,-601365198,24,2,1,0,1,5,0,7.142857142857142,0.6785714285714286,9.5,0.4642857142857143,0.18421052631578938,0.9417293233082706,0.12353463028019918,0.12411354539505881,0.75,0.04140872540519136,0.40395109249184485,0.19095476213437645,1.61580436996738,0.7638190485375058,44.45233875697978,0.7636479913874353,3,8.29136264215429,4.527714650766855,1.6107870327662797,0.2899416658979303,0,46.06312578974606,4.589857727826834,-2.179396569340568
32,tech_driven,-601365198,25,2,1,0,0,4,0,7.142857142857142,0.6785714285714286,9.5,0.5357142857142857,0.18421052631578938,0.9417293233082706,0.12250007249736905,0.12231520736884316,0.5357142857142857,0.039632905467139254,0.40498626525857073,0.1909205507043623,1.6199450610342834,0.7636822028174495,44.62379855504082,0.7636479913874353,2.4,8.31072434172316,5.147076350335725,1.546892232310074,0.2784406018158133,0,46.17069078735089,4.4458419578035215,-1.5877709216090365
33,tech_driven,-601365198,25,2,1,0,0,2,0,7.142857142857142,0.6785714285714286,9.5,0.6071428571428571,0.18421052631578938,0.9417293233082706,0.12209068681388646,0.12205413286383449,0.25,0.02590938625858005,0.40740758552620154,0.19091370841835953,1.629630342104807,0.7636548336734381,44.93379855504083,0.7636479913874353,1.2,8.365533576593437,6.401885585206002,1.5413879815893767,0.2774498366860878,0,46.475186536630204,4.306537045855286,-0.35446304230439263
34,tech_driven,-601365198,24,3,1,0,0,3,0,7.142857142857142,0.6785714285714286,9.5,0.7142857142857143,0.18421052631578938,0.9417293233082706,0.12271860013736657,0.12295425799334914,0.39285714285714285,0.02834733547569204,0.40672813817885595,0.19091233996115897,1.626912552715424,0.7636493598446359,44.770878958918765,0.7636479913874353,1.7999999999999998,8.356062162724784,5.79241417133735,1.6516886117744811,0.2973039501194066,0,46.422567570693246,4.171777056081431,-0.9309839053386311
35,tech_driven,-601365198,24,2,1,0,1,4,0,7.142857142857142,0.6785714285714286,9.5,0.7857142857142857,0.18421052631578938,0.9417293233082706,0.11832401608628174,0.11847857092624992,0.6071428571428571,0.03726602492561573,0.4085866364927564,0.18831609277673167,1.6343465459710262,0.7532643711069267,45.14910246207209,0.6646387779058492,2.4,8.415526685181447,5.350887907275599,1.6038235667137273,0.2886882420084709,0,46.75292602878582,4.041402627257294,-1.4087772584029081
36,tech_driven,-601365198,23,2,2,0,1,5,0,7.142857142857142,0.6785714285714286,9.5,0.8571428571428571,0.18421052631578938,0.9417293233082706,0.12811960366736996,0.13132115894794305,0.6785714285714286,0.038591264740686,0.4036415484565139,0.17059097413651614,1.614566193826056,0.6823638965460648,43.52498636514983,1.544404596964952,3,8.328886186820519,3.7844815898555666,2.746603561630838,0.49438864109355085,0,46.27158992678066,3.915260667880894,-1.9362635003488933
37,tech_driven,-601365198,23,2,2,0,1,5,0,7.142857142857142,0.6785714285714286,9.5,0.9285714285714286,0.18421052631578938,0.9417293233082706,0.13066701751250043,0.13132115894794305,0.6785714285714286,0.038591264740686006,0.4026525308492654,0.16704595040847303,1.6106101233970616,0.6681838016338923,43.52498636514982,1.544404596964952,3,8.326802176972773,3.782397580007821,2.7350257291433606,0.49230463124580487,0,46.26001209429318,3.7932040680152306,-1.8370713608245453
38,tech_driven,-601365198,23,2,2,0,1,5,0,7.142857142857142,0.6785714285714286,9.5,1,0.18421052631578938,0.9417293233082706,0.13118961216380387,0.13132115894794305,0.6785714285714286,0.03859126474068599,0.40245472732781573,0.1663369456628644,1.6098189093112631,0.6653477826514579,43.52498636514983,1.544404596964952,3,8.324652559134151,3.7802479621691987,2.7230834078176755,0.4901550134071816,0,46.248069772967504,3.6750914268442916,-1.826859687747877
39,tech_driven,-601365198,23,2,2,0,1,5,0,7.142857142857142,0.6785714285714286,9.5,1.0714285714285714,0.18421052631578938,0.9417293233082706,0.13129484700469018,0.13132115894794305,0.6785714285714286,0.03859126474068599,0.40241516662352567,0.16619514471374264,1.609660666494103,0.664780578854971,43.52498636514982,1.544404596964952,3,8.32244061878206,3.7780360218171083,2.710794850306072,0.487943073055093,0,46.235781215455894,3.5607867949402636,-1.8347174463789955
40,tech_driven,-601365198,22,3,2,0,1,4,0,7.142857142857142,0.6785714285714286,9.5,1.1785714285714286,0.18421052631578938,0.9417293233082706,0.1322944862496196,0.13264579402380305,0.5714285714285714,0.0335390477632822,0.4020621208356755,0.1661667845239183,1.6082484833427022,0.6646671380956736,43.47666765457091,1.544404596964952,2.4,8.330967123378384,4.386562526413432,2.8064830308645625,0.5051669455556212,0,46.28315068543547,3.4501594303123495,-1.147806848160195
41,tech_driven,-601365198,22,2,3,0,1,4,0,7.142857142857142,0.6785714285714286,9.5,1.25,0.18421052631578938,0.9417293233082706,0.14101470993798992,0.143524471664497,0.5357142857142857,0.03392139996611838,0.3985756328597799,0.16616111248595344,1.5943025314391204,0.6646444499438141,42.146110068156986,2.39673914881331,2.4,8.268209865534281,3.471470716720971,3.788389184811244,0.6819100532660239,0,45.93449925296823,3.343083567374607,-1.1059716273271376
