tick,scenario,seed,employed,at_risk,in_training,unemployed,re_employed,seats_in_use,unemployment_rate,ever_unemployed_share,avg_unemployment_time,avg_unemployment_time_exposed,avg_at_risk_time,unemployment_burden_gini_exposed,unemployment_duration_gini,consumption_gini,income_gini,avg_supportive_coworkers,recovery_cluster_share,avg_liquid_assets,min_liquid_assets,avg_consumption,min_consumption,labor_income_total,transfer_income_total,training_outlays,tax_revenue,government_balance,automation_output,desired_private_investment,private_investment,total_output,capital_stock,goods_market_gap
10,human_centric,1757566667,24,0,3,1,0,11,3.571428571428571,10.714285714285714,0.4642857142857143,4.333333333333333,0.25,0.4615384615384617,0.9423076923076923,0.15892777321404328,0.16111830536250338,1.3214285714285714,0,2.875546397937453,1.298263979417397,1.5483711373509368,0.6990652196862905,40.38432910961284,3.032979674531062,6.6,7.714162914647088,-1.918816759883974,2.472131527315426,0.29665578327785114,0,42.85646063692827,9.122772703854782,-7.097931208897938
11,human_centric,1757566667,24,0,3,1,0,10,3.571428571428571,10.714285714285714,0.5,4.666666666666667,0.25,0.4761904761904763,0.943877551020408,0.16036337648959154,0.16324672749045832,1.1785714285714286,0,2.8825783982912574,1.2929459385785973,1.5521575990799075,0.6962016592346292,40.624329109612844,3.032979674531062,6,7.758918922606206,-1.2740607519248561,2.4807760159771886,0.2976931219172626,0,43.105105125590036,8.849089522739138,-6.3553076486473685
12,human_centric,1757566667,24,0,3,0,1,11,0,10.714285714285714,0.5,4.666666666666667,0.25,0.4761904761904763,0.943877551020408,0.15669142042111606,0.15116182154904578,1.4285714285714286,50,2.905286070311401,1.2894892120333774,1.5643848070907542,0.6943403449410492,42.07571105940113,2.362878355704036,6.6,7.9145344941824884,-1.0483438615215466,1.893925019390474,0.22727100232685687,0,43.9696360787916,8.583616837056963,-6.433138519749518
13,human_centric,1757566667,24,0,1,1,2,7,3.571428571428571,10.714285714285714,0.5357142857142857,5,0.25,0.4444444444444444,0.9404761904761905,0.14725427332431718,0.13442218034810072,1.0714285714285714,66.66666666666666,2.944592127699713,1.2872423397789845,1.5855496072229225,0.6931304906502224,43.91294455771557,1.5830140513989874,4.2,8.145280559924037,2.3622665085250496,1.3386141085290841,0.1606336930234901,0,45.251558666244655,8.326108331945255,-3.343830335997173
14,human_centric,1757566667,24,0,1,1,2,10,3.571428571428571,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.14141248163596387,0.13377009285880237,1.5357142857142858,66.66666666666666,2.9747839221449732,1.2857818728136292,1.6018067273088317,0.6923440853611849,44.11294455771557,1.5830140513989874,6,8.181812645267708,0.5987985938687208,1.3415701382161382,0.16098841658593657,0,45.454514695931714,8.076325081986898,-5.396073668715573
15,human_centric,1757566667,24,0,1,0,3,9,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.13251449784562697,0.11924933184685482,1.5714285714285714,50,3.0106715835279423,1.6581508246273267,1.6211308526688921,0.8928504440300988,45.50438796044899,0.892130433003158,5.3999999999999995,8.325157164693053,2.033026731689896,0.7464851767346364,0.08957822120815637,0,46.250873137183625,7.834035329527291,-4.540790737545351
16,human_centric,1757566667,24,0,1,0,3,10,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.12764814290674487,0.11992757242404628,1.6428571428571428,50,3.0391057062840163,1.657682817459815,1.636441534152932,0.8925984401706695,45.724387960448965,0.892130433003158,6,8.364950883536341,1.4728204505331837,0.7475613925307112,0.08970736710368533,0,46.47194935297968,7.599014269641472,-5.3484136033024114
17,human_centric,1757566667,24,0,0,0,4,10,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.1193527546680706,0.10697805146304828,1.7857142857142858,50,3.074085336879524,2.0543072353146297,1.6552767198582055,1.106165434400185,47.32717781270398,0,6,8.541493067363815,2.541493067363815,0.12556145042832562,0.015067374051399074,0,47.45273926313231,7.371043841552228,-4.895008892897444
18,human_centric,1757566667,24,0,0,0,4,5,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.11326337545532383,0.10398965172793195,1.1428571428571428,50,3.108197096766605,2.199786513250354,1.6736445905666328,1.1845004302117288,47.817177812703974,0,3,8.629709770221005,5.629709770221005,0.12565424407939077,0.015078509289526892,0,47.94283205678337,7.149912526305661,-1.9192164790823512
19,human_centric,1757566667,24,0,0,0,4,6,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.10955033373811451,0.10398965172793195,1.25,50,3.1303697406932067,2.2692994453894424,1.6855837065271113,1.221930470594315,47.81717781270396,0,3.5999999999999996,8.629719029018284,5.029719029018285,0.12570568184206227,0.015084681821047472,0,47.942883494546024,6.935415150516491,-2.853460288213098
20,human_centric,1757566667,24,0,0,0,4,4,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.10751378273937529,0.10444617339785589,1.0357142857142858,50,3.1522105306740698,2.31448285127985,1.6973441319014222,1.246259996842996,48.13717781270397,0,2.4,8.687321134531025,6.287321134531025,0.12571737913506575,0.01508608549620789,0,48.262895191839036,6.727352696000996,-1.6627405014007848
21,human_centric,1757566667,24,0,0,0,4,5,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.10654054062075335,0.1054615037926383,1.0357142857142858,50,3.171746329875917,2.343852065108615,1.7078634083947237,1.2620741889046387,48.36717781270396,0,3,8.728716368205657,5.7287163682056566,0.12569089954969065,0.015082907945962877,0,48.492868712253646,6.525532115120966,-2.3273067227986246
22,human_centric,1757566667,24,0,0,0,4,7,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.10606777408603696,0.1054615037926383,1.2857142857142858,50,3.184444599357117,2.3629420540973123,1.7147009381153706,1.2723534137447063,48.36717781270397,0,4.2,8.728705002443526,4.528705002443526,0.12562775642673302,0.015075330771207962,0,48.4928055691307,6.329766151667337,-3.718820698099667
23,human_centric,1757566667,24,0,0,0,4,8,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.10629303098592469,0.10680629495115501,1.4285714285714286,50,3.1957163316627546,2.3753505469399654,1.7207703324337906,1.2790349098907505,48.49717781270398,0,4.8,8.75208730087624,3.952087300876241,0.12552941438624635,0.015063529726349561,0,48.622707227090224,6.139873167117316,-4.358862081055906
24,human_centric,1757566667,24,0,0,0,4,10,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.1072007788658762,0.10897008910147976,1.6785714285714286,50,3.2060608148042755,2.3834160672876896,1.7263404387407635,1.2833778823856792,48.62717781270396,0,6,8.775463518632783,2.775463518632783,0.12539729081150472,0.015047674897380566,0,48.75257510351547,5.955676972103796,-5.58495718122591
25,human_centric,1757566667,24,0,0,0,4,9,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.10714092249317897,0.10744122464377748,1.6428571428571428,50,3.2195168717034073,2.3886586555137104,1.7335860078402958,1.2862008145073827,48.91717781270397,0,5.3999999999999995,8.827633902598652,3.427633902598653,0.12523275728854288,0.015027930874625145,0,49.04241056999251,5.777006662940682,-4.8979976495357755
26,human_centric,1757566667,24,0,0,0,4,9,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.1072786508998842,0.10790528309123837,1.6428571428571428,50,3.2329061658307006,2.392066337860624,1.740795627754992,1.2880357203864898,49.11717781270398,0,5.3999999999999995,8.863598691667182,3.4635986916671824,0.1250371410025942,0.015004456920311302,0,49.24221495370657,5.6036964630524615,-4.900062623433208
27,human_centric,1757566667,25,0,0,0,3,10,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.10758440389934987,0.10842827863098337,1.6071428571428572,66.66666666666666,3.2485629631550985,2.394281331386118,1.7492262109296681,1.2892284092079096,49.41672423111388,0,6,8.911827340268506,2.9118273402685055,0.0934276592667026,0.011211319112004311,0,49.510151890380584,5.435585569160888,-5.468182015650129
28,human_centric,1757566667,26,0,0,0,2,9,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.10685435844828306,0.10590165698791498,1.3214285714285714,0,3.267606802043598,2.395721077177689,1.7594805857157831,1.2900036569418325,49.79868388891992,0,5.3999999999999995,8.97524590469214,3.5752459046921397,0.06379335936974394,0.007655203124369272,0,49.862477248289665,5.272518002086061,-4.802979151752269
29,human_centric,1757566667,26,0,0,0,2,10,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.10546311326841673,0.10313845196974114,1.4642857142857142,0,3.284396011606837,2.3966569119422103,1.7685209293267579,1.2905075679688824,49.98868388891991,0,6,9.009419969698698,3.0094199696986976,0.06364927607285764,0.007637913128742917,0,50.05233316499277,5.114342462023479,-5.4662528561564585
30,human_centric,1757566667,27,0,0,0,1,10,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.10398393542868178,0.10152891876816339,1.2857142857142858,0,3.3015297463413207,2.441446163053713,1.7777467864914793,1.3146248570289223,50.25665459432693,0,6,9.052023291523541,3.0520232915235415,0.032363691914963084,0.00388364302979557,0,50.2890182862419,4.960912188162775,-5.487891735519533
31,human_centric,1757566667,27,0,0,0,1,8,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.10371095578380474,0.10353258115056718,1.0714285714285714,0,3.32055953106159,2.47055917627619,1.7879935936485485,1.3303010949179483,50.596654594326935,0,4.8,9.113207662968822,4.313207662968822,0.03227686661097229,0.0038732239933166744,0,50.628931460937906,4.812084822517892,-4.234889161221441
32,human_centric,1757566667,28,0,0,0,0,8,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.1023048961681825,0.0998931426781473,1,0,3.3389435779793257,2.4894826348707992,1.7978926958350212,1.340490649545815,50.8557487970772,0,4.8,9.154034783473895,4.354034783473895,0,0,0,50.8557487970772,4.667722277842355,-4.285246686303391
33,human_centric,1757566667,28,0,0,0,0,5,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.10166688711648564,0.10070694315186968,0.6428571428571429,0,3.3581416145491967,2.5017828829572957,1.8082301001418748,1.3471138600539283,51.16798782792887,0,3,9.210237809027197,6.210237809027197,0,0,0,51.16798782792887,4.527690609507084,-2.462454976043624
34,human_centric,1757566667,28,0,0,0,0,3,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.10040198670753964,0.09837208737505976,0.42857142857142855,0,3.375031052605327,2.509778044213519,1.81732441294133,1.3514189468842022,51.35798782792887,0,1.7999999999999998,9.244437809027197,7.444437809027197,0,0,0,51.35798782792887,4.391859891221871,-1.32709573442835
35,human_centric,1757566667,28,0,0,0,0,3,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.09985446220987026,0.09911209000820698,0.39285714285714285,0,3.388147667235992,2.5149748990300633,1.8243872054347647,1.35421725332388,51.45010696183205,0,1.7999999999999998,9.261019253129769,7.461019253129769,0,0,0,51.45010696183205,4.260104094485214,-1.4327347903413523
36,human_centric,1757566667,28,0,0,0,0,3,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.0991365897552472,0.09798159393556283,0.35714285714285715,0,3.400149340207509,2.5813905049669152,1.8308496447271199,1.3899795026744926,51.59983689556186,0,1.7999999999999998,9.287970641201134,7.487970641201135,0,0,0,51.59983689556186,4.132300971650658,-1.463953156797511
37,human_centric,1757566667,28,0,0,0,0,5,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.09871264949746017,0.09798159393556283,0.6071428571428571,0,3.4079504276389962,2.5820072675573233,1.8350502302671519,1.3903116056077893,51.59983689556186,0,3,9.287970641201134,6.2879706412011345,0,0,0,51.59983689556186,4.008331942501138,-2.7815695519183876
38,human_centric,1757566667,28,0,0,0,0,6,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.09844912570603803,0.09798159393556283,0.7142857142857143,0,3.413021134469461,2.5824081632410887,1.8377806108681711,1.390527472514432,51.59983689556185,0,3.5999999999999996,9.287970641201133,5.687970641201133,0,0,0,51.59983689556185,3.8880819842261034,-3.45802020874695
39,human_centric,1757566667,28,0,0,0,0,6,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.09843063490817139,0.09853428666867381,0.75,0,3.4188706653378373,2.5826687454355364,1.840930358258835,1.39066778600375,51.70983689556185,0,3.5999999999999996,9.307770641201133,5.707770641201133,0,0,0,51.70983689556185,3.77143952469932,-3.4362131356855183
40,human_centric,1757566667,28,0,0,0,0,5,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.09898699359565288,0.10016186535184146,0.6071428571428571,0,3.4280121461165654,2.582838123861927,1.8458526940627655,1.3907589897718067,51.939836895561854,0,3,9.349170641201134,6.349170641201134,0,0,0,51.939836895561854,3.6582963389583405,-2.744038538195582
41,human_centric,1757566667,28,0,0,0,0,3,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.09937582076938023,0.1002880528411163,0.35714285714285715,0,3.439061251479881,2.582948219839081,1.8518022123353204,1.3908182722210436,52.159836895561845,0,1.7999999999999998,9.388770641201132,7.588770641201132,0,0,0,52.159836895561845,3.54854744878959,-1.4906250498271403
42,human_centric,1757566667,28,0,0,0,0,3,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.09940542371252703,0.09969712604208758,0.35714285714285715,0,3.4483324556803234,2.5830197822242313,1.856794399212482,1.3908568058130475,52.24983689556186,0,1.7999999999999998,9.404970641201135,7.6049706412011355,0,0,0,52.24983689556186,3.4420910253259023,-1.5404062823876243
43,human_centric,1757566667,28,0,0,0,0,5,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.09904190034288796,0.09857907405269373,0.5357142857142857,0,3.4564480241248967,2.583066297774579,1.8611643206826363,1.39088185264785,52.33983689556184,0,3,9.421170641201131,6.421170641201131,0,0,0,52.33983689556184,3.338828294566125,-2.7727640835519693
44,human_centric,1757566667,28,0,0,0,0,7,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.09933117096898414,0.09998524172516321,0.7857142857142857,0,3.4647410007567254,2.583096532882305,1.8656297696382367,1.3908981330904717,52.46983689556184,0,4.2,9.44457064120113,5.24457064120113,0,0,0,52.46983689556184,3.2386634457291414,-3.9677966543087893
45,human_centric,1757566667,28,0,0,0,0,10,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.09955547893084837,0.09998524172516321,1.1071428571428572,0,3.4701314355674144,2.583116185702327,1.868532311459377,1.3909087153781756,52.46983689556185,0,6,9.444570641201132,3.444570641201132,0,0,0,52.46983689556185,3.1415035423572673,-5.849067825300715
46,human_centric,1757566667,28,0,0,0,0,9,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.1001458342997601,0.10127179178003654,1,0,3.4766530753372202,2.583128960035341,1.8720439636431183,1.3909155938651834,52.59983689556186,0,5.3999999999999995,9.467970641201134,4.067970641201135,0,0,0,52.59983689556186,3.0472584360865493,-5.217394086445446
47,human_centric,1757566667,28,0,0,0,0,9,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.10010284799018199,0.10042388839848071,1,0,3.487856426901878,2.5831372633517997,1.8780765375625499,1.3909200648817384,52.89983689556185,0,5.3999999999999995,9.521970641201133,4.121970641201133,0,0,0,52.89983689556185,2.9558406830039528,-5.0863061561895515
48,human_centric,1757566667,28,0,0,0,0,9,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.09945446503253463,0.09862526947393424,1.0714285714285714,0,3.499991435294871,2.583142660507498,1.8846107728510841,1.3909229710424988,53.10888187483414,0,5.3999999999999995,9.559598737470145,4.159598737470145,0,0,0,53.10888187483414,2.8671654625138343,-5.060219764996227
49,human_centric,1757566667,28,0,0,0,0,9,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.09900981521309848,0.0984839187008697,1.1428571428571428,0,3.51553990503603,2.5831461686587023,1.8929830257886309,1.3909248600469934,53.438881874834124,0,5.3999999999999995,9.618998737470141,4.218998737470142,0,0,0,53.438881874834124,2.7811504986384192,-4.964642847247554
50,human_centric,1757566667,28,0,0,0,0,12,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.09876595815857492,0.0984839187008697,1.5,0,3.525646410367782,2.583148448956985,1.8984249901980375,1.3909260878999148,53.43888187483415,0,7.199999999999999,9.618998737470147,2.4189987374701474,0,0,0,53.43888187483415,2.6977159836792666,-6.917017850710895
51,human_centric,1757566667,28,0,0,0,0,9,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.09833258659612598,0.09797126537343237,1.1785714285714286,0,3.5396442102619945,2.5831499311508686,1.9059622670641512,1.3909268860043138,53.758881874834145,0,5.3999999999999995,9.676598737470146,4.276598737470146,0,0,0,53.758881874834145,2.6167845041688884,-5.008061602962088
52,human_centric,1757566667,28,0,0,0,0,8,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.09736537071768536,0.09594861303712832,0.9642857142857143,0,3.5538707400944074,2.648150894576893,1.913622706204681,1.4259274047721728,53.97977860903866,0,4.8,9.716360149626958,4.916360149626958,0,0,0,53.97977860903866,2.5382809690438215,-4.401657164692398
53,human_centric,1757566667,28,0,0,0,0,6,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.09651119037090705,0.09526879557406231,0.6785714285714286,0,3.567760841628334,2.6904015208038086,1.921101991646026,1.4486777419712815,54.17977860903864,0,3.5999999999999996,9.752360149626956,6.152360149626956,0,0,0,54.17977860903864,2.4621325399725067,-3.2110771570500756
54,human_centric,1757566667,28,0,0,0,0,5,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.09590850242639348,0.09510240087191923,0.5,0,3.580410242948042,2.7102860109688756,1.9279132077412535,1.4593847751370868,54.33575305370694,0,3,9.78043554966725,6.780435549667249,0,0,0,54.33575305370694,2.3882685637733316,-2.6458167630481455
55,human_centric,1757566667,28,0,0,0,0,7,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.09558392177220809,0.09510240087191923,0.7142857142857143,0,3.588632353805853,2.7103050774210455,1.9323404982031513,1.4593950416882553,54.33575305370693,0,4.2,9.780435549667247,5.580435549667247,0,0,0,54.33575305370693,2.3166205068601315,-3.969780895981306
56,human_centric,1757566667,28,0,0,0,0,5,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.0951469305791397,0.09440851471269673,0.5,0,3.598619583006286,2.710317470614956,1.9377182370033854,1.4594017149465146,54.53575305370693,0,3,9.816435549667247,6.816435549667247,0,0,0,54.53575305370693,2.2471218916543276,-2.720357582387855
57,human_centric,1757566667,28,0,0,0,0,5,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.09437871360275496,0.09301728874187254,0.4642857142857143,0,3.607200567700855,2.7103255261909975,1.9423387672235373,1.4594060525643833,54.62575305370694,0,3,9.832635549667248,6.832635549667248,0,0,0,54.62575305370694,2.1797082349046977,-2.759732428552084
58,human_centric,1757566667,28,0,0,0,0,7,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.09381294916290428,0.09295340170170752,0.8214285714285714,0,3.6154003610126506,2.710330762315425,1.946754040545273,1.459408872015998,54.73870734799795,0,4.2,9.85296732263963,5.65296732263963,0,0,0,54.73870734799795,2.1143169878575567,-3.9704057872697094
59,human_centric,1757566667,28,0,0,0,0,8,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.09394675817866838,0.09431142031430806,0.9642857142857143,0,3.623748083808175,2.710334165796302,1.9512489682044016,1.4594107046595473,54.86870734799795,0,4.8,9.87636732263963,5.076367322639631,0,0,0,54.86870734799795,2.05088747822183,-4.566263761725305
60,human_centric,1757566667,28,0,0,0,0,9,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.09407238131947149,0.09431142031430806,1.1071428571428572,0,3.6291741036252674,2.7103363780588725,1.9541706711828362,1.4594118958778544,54.868707347997955,0,5.3999999999999995,9.87636732263963,4.476367322639631,0,0,0,54.868707347997955,1.989360853875175,-5.2480714451214405
61,human_centric,1757566667,28,0,0,0,0,9,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.0942131339519705,0.09461996034975106,1.1428571428571428,0,3.635254587934947,2.7103378160295435,1.9574447781188176,1.459412670169754,54.97870734799795,0,5.3999999999999995,9.89616732263963,4.496167322639631,0,0,0,54.97870734799795,1.9296800282589197,-5.229746439328943
62,human_centric,1757566667,28,0,0,0,0,6,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.09338696551211667,0.09232106246247973,0.7142857142857143,0,3.646171007995776,2.7103387507104797,1.9633228504592637,1.459413173459489,55.2786995745626,0,3.5999999999999996,9.950165923421268,6.350165923421269,0,0,0,55.2786995745626,1.871789627411152,-3.2943402382967815
63,human_centric,1757566667,28,0,0,0,0,6,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.09248899995773807,0.09114846511627883,0.75,0,3.655860387266336,2.710339358253088,1.9685402085280266,1.4594135005978164,55.39042845836041,0,3.5999999999999996,9.970277122504873,6.3702771225048735,0,0,0,55.39042845836041,1.8156359385888174,-3.3286973804243356
64,human_centric,1757566667,28,0,0,0,0,7,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.09188674143454656,0.0910757488303291,0.7857142857142857,0,3.664479912363629,2.7103397531557833,1.9731814912727226,1.4594137132377292,55.49042845836043,0,4.2,9.988277122504876,5.7882771225048755,0,0,0,55.49042845836043,1.7611668604311528,-3.9586532972757995
65,human_centric,1757566667,28,0,0,0,0,8,0,10.714285714285714,0.5714285714285714,5.333333333333333,0.25,0.41666666666666674,0.9375,0.0916199162201976,0.09116210871916497,0.9285714285714286,0,3.67025145594922,2.710340009842535,1.976289245511118,1.4594138514536725,55.497702094707904,0,4.8,9.989586377047422,5.189586377047422,0,0,0,55.497702094707904,1.7083318546182182,-4.6383967796034
